Id	Scope	Ref_Name
kyd	I	Karey
kye	I	Krache
kyf	I	Kouya
kyg	I	Keyagana
kyh	I	Karok
kyi	I	Kiput
kyj	I	Karao
kyk	I	Kamayo
kyl	I	Kalapuya
kym	I	Kpatili
kyn	I	Northern Binukidnon
kyo	I	Kelon
kyp	I	Kang
kyq	I	Kenga
kyr	I	Kuruáya
kys	I	Baram Kayan
kyt	I	Kayagar
kyu	I	Western Kayah
kyv	I	Kayort
kyw	I	Kudmali
kyx	I	Rapoisi
kyy	I	Kambaira
kyz	I	Kayabí
kza	I	Western Karaboro
kzb	I	Kaibobo
kzc	I	Bondoukou Kulango
kzd	I	Kadai
kze	I	Kosena
kzf	I	Da'a Kaili
kzg	I	Kikai
kzi	I	Kelabit
kzk	I	Kazukuru
kzl	I	Kayeli
kzm	I	Kais
kzn	I	Kokola
kzo	I	Kaningi
kzp	I	Kaidipang
kzq	I	Kaike
kzr	I	Karang
kzs	I	Sugut Dusun
kzu	I	Kayupulau
kzv	I	Komyandaret
kzw	I	Karirí-Xocó
kzx	I	Kamarian
kzy	I	Kango (Tshopo District)
kzz	I	Kalabra
laa	I	Southern Subanen
lab	I	Linear A
lac	I	Lacandon
lad	I	Ladino
lae	I	Pattani
laf	I	Lafofa
lag	I	Rangi
lah	M	Lahnda
lai	I	Lambya
laj	I	Lango (Uganda)
lal	I	Lalia
lam	I	Lamba
lan	I	Laru
lao	I	Lao
lap	I	Laka (Chad)
laq	I	Qabiao
lar	I	Larteh
las	I	Lama (Togo)
lat	I	Latin
lau	I	Laba
lav	M	Latvian
law	I	Lauje
lax	I	Tiwa
lay	I	Lama Bai
laz	I	Aribwatsa
lbb	I	Label
lbc	I	Lakkia
lbe	I	Lak
lbf	I	Tinani
lbg	I	Laopang
lbi	I	La'bi
lbj	I	Ladakhi
lbk	I	Central Bontok
lbl	I	Libon Bikol
lbm	I	Lodhi
lbn	I	Rmeet
lbo	I	Laven
lbq	I	Wampar
lbr	I	Lohorung
lbs	I	Libyan Sign Language
lbt	I	Lachi
lbu	I	Labu
lbv	I	Lavatbura-Lamusong
lbw	I	Tolaki
lbx	I	Lawangan
lby	I	Lamalama
lbz	I	Lardil
lcc	I	Legenyem
lcd	I	Lola
lce	I	Loncong
lcf	I	Lubu
lch	I	Luchazi
lcl	I	Lisela
lcm	I	Tungag
lcp	I	Western Lawa
lcq	I	Luhu
lcs	I	Lisabata-Nuniali
lda	I	Kla-Dan
ldb	I	Dũya
ldd	I	Luri
ldg	I	Lenyima
ldh	I	Lamja-Dengsa-Tola
ldi	I	Laari
ldj	I	Lemoro
ldk	I	Leelau
ldl	I	Kaan
ldm	I	Landoma
ldn	I	Láadan
ldo	I	Loo
ldp	I	Tso
ldq	I	Lufu
lea	I	Lega-Shabunda
leb	I	Lala-Bisa
lec	I	Leco
led	I	Lendu
lee	I	Lyélé
lef	I	Lelemi
leh	I	Lenje
lei	I	Lemio
lej	I	Lengola
lek	I	Leipon
lel	I	Lele (Democratic Republic of Congo)
lem	I	Nomaande
len	I	Lenca
leo	I	Leti (Cameroon)
lep	I	Lepcha
leq	I	Lembena
ler	I	Lenkau
les	I	Lese
let	I	Lesing-Gelimi
leu	I	Kara (Papua New Guinea)
lev	I	Lamma
lew	I	Ledo Kaili
lex	I	Luang
ley	I	Lemolang
lez	I	Lezghian
lfa	I	Lefa
lfn	I	Lingua Franca Nova
lga	I	Lungga
lgb	I	Laghu
lgg	I	Lugbara
lgh	I	Laghuu
lgi	I	Lengilu
lgk	I	Lingarak
lgl	I	Wala
lgm	I	Lega-Mwenga
lgn	I	T'apo
lgo	I	Lango (South Sudan)
lgq	I	Logba
lgr	I	Lengo
lgs	I	Guinea-Bissau Sign Language
lgt	I	Pahi
lgu	I	Longgu
lgz	I	Ligenza
lha	I	Laha (Viet Nam)
lhh	I	Laha (Indonesia)
lhi	I	Lahu Shi
lhl	I	Lahul Lohar
lhm	I	Lhomi
lhn	I	Lahanan
lhp	I	Lhokpu
lhs	I	Mlahsö
lht	I	Lo-Toga
lhu	I	Lahu
lia	I	West-Central Limba
lib	I	Likum
lic	I	Hlai
lid	I	Nyindrou
lie	I	Likila
lif	I	Limbu
lig	I	Ligbi
lih	I	Lihir
lij	I	Ligurian
lik	I	Lika
lil	I	Lillooet
lim	I	Limburgan
lin	I	Lingala
lio	I	Liki
lip	I	Sekpele
liq	I	Libido
lir	I	Liberian English
lis	I	Lisu
lit	I	Lithuanian
liu	I	Logorik
liv	I	Liv
liw	I	Col
lix	I	Liabuku
liy	I	Banda-Bambari
liz	I	Libinza
lja	I	Golpa
lje	I	Rampi
lji	I	Laiyolo
ljl	I	Li'o
ljp	I	Lampung Api
ljw	I	Yirandali
ljx	I	Yuru
lka	I	Lakalei
lkb	I	Kabras
lkc	I	Kucong
lkd	I	Lakondê
lke	I	Kenyi
lkh	I	Lakha
lki	I	Laki
lkj	I	Remun
lkl	I	Laeko-Libuat
lkm	I	Kalaamaya
lkn	I	Lakon
lko	I	Khayo
lkr	I	Päri
lks	I	Kisa
lkt	I	Lakota
lku	I	Kungkari
lky	I	Lokoya
lla	I	Lala-Roba
llb	I	Lolo
llc	I	Lele (Guinea)
lld	I	Ladin
lle	I	Lele (Papua New Guinea)
llf	I	Hermit
llg	I	Lole
llh	I	Lamu
lli	I	Teke-Laali
llj	I	Ladji Ladji
llk	I	Lelak
lll	I	Lilau
llm	I	Lasalimu
lln	I	Lele (Chad)
llp	I	North Efate
llq	I	Lolak
lls	I	Lithuanian Sign Language
llu	I	Lau
llx	I	Lauan
lma	I	East Limba
lmb	I	Merei
lmc	I	Limilngan
lmd	I	Lumun
lme	I	Pévé
lmf	I	South Lembata
lmg	I	Lamogai
lmh	I	Lambichhong
lmi	I	Lombi
lmj	I	West Lembata
lmk	I	Lamkang
lml	I	Hano
lmn	I	Lambadi
lmo	I	Lombard
lmp	I	Limbum
lmq	I	Lamatuka
lmr	I	Lamalera
lmu	I	Lamenu
lmv	I	Lomaiviti
lmw	I	Lake Miwok
lmx	I	Laimbue
lmy	I	Lamboya
lna	I	Langbashe
lnb	I	Mbalanhu
lnd	I	Lundayeh
lng	I	Langobardic
lnh	I	Lanoh
lni	I	Daantanai'
lnj	I	Leningitij
lnl	I	South Central Banda
lnm	I	Langam
lnn	I	Lorediakarkar
lns	I	Lamnso'
lnu	I	Longuda
lnw	I	Lanima
lnz	I	Lonzo
loa	I	Loloda
lob	I	Lobi
loc	I	Inonhan
loe	I	Saluan
lof	I	Logol
log	I	Logo
loh	I	Laarim
loi	I	Loma (Côte d'Ivoire)
loj	I	Lou
lok	I	Loko
lol	I	Mongo
lom	I	Loma (Liberia)
lon	I	Malawi Lomwe
loo	I	Lombo
lop	I	Lopa
loq	I	Lobala
lor	I	Téén
los	I	Loniu
lot	I	Otuho
lou	I	Louisiana Creole
lov	I	Lopi
low	I	Tampias Lobu
lox	I	Loun
loy	I	Loke
loz	I	Lozi
lpa	I	Lelepa
lpe	I	Lepki
lpn	I	Long Phuri Naga
lpo	I	Lipo
lpx	I	Lopit
lqr	I	Logir
lra	I	Rara Bakati'
lrc	I	Northern Luri
lre	I	Laurentian
lrg	I	Laragia
lri	I	Marachi
lrk	I	Loarki
lrl	I	Lari
lrm	I	Marama
lrn	I	Lorang
lro	I	Laro
lrr	I	Southern Yamphu
lrt	I	Larantuka Malay
lrv	I	Larevat
lrz	I	Lemerig
lsa	I	Lasgerdi
lsb	I	Burundian Sign Language
lsc	I	Albarradas Sign Language
lsd	I	Lishana Deni
lse	I	Lusengo
lsh	I	Lish
lsi	I	Lashi
lsl	I	Latvian Sign Language
lsm	I	Saamia
lsn	I	Tibetan Sign Language
lso	I	Laos Sign Language
lsp	I	Panamanian Sign Language
lsr	I	Aruop
lss	I	Lasi
lst	I	Trinidad and Tobago Sign Language
lsv	I	Sivia Sign Language
lsw	I	Seychelles Sign Language
lsy	I	Mauritian Sign Language
ltc	I	Late Middle Chinese
ltg	I	Latgalian
lth	I	Thur
lti	I	Leti (Indonesia)
ltn	I	Latundê
lto	I	Tsotso
lts	I	Tachoni
ltu	I	Latu
ltz	I	Luxembourgish
lua	I	Luba-Lulua
lub	I	Luba-Katanga
luc	I	Aringa
lud	I	Ludian
lue	I	Luvale
luf	I	Laua
lug	I	Ganda
luh	I	Leizhou Chinese
lui	I	Luiseno
luj	I	Luna
luk	I	Lunanakha
lul	I	Olu'bo
lum	I	Luimbi
lun	I	Lunda
luo	I	Luo (Kenya and Tanzania)
lup	I	Lumbu
luq	I	Lucumi
lur	I	Laura
lus	I	Lushai
lut	I	Lushootseed
luu	I	Lumba-Yakkha
luv	I	Luwati
luw	I	Luo (Cameroon)
luy	M	Luyia
luz	I	Southern Luri
lva	I	Maku'a
lvi	I	Lavi
lvk	I	Lavukaleve
lvl	I	Lwel
lvs	I	Standard Latvian
lvu	I	Levuka
lwa	I	Lwalu
lwe	I	Lewo Eleng
lwg	I	Wanga
lwh	I	White Lachi
lwl	I	Eastern Lawa
lwm	I	Laomian
lwo	I	Luwo
lws	I	Malawian Sign Language
lwt	I	Lewotobi
lwu	I	Lawu
lww	I	Lewo
lxm	I	Lakurumau
lya	I	Layakha
lyg	I	Lyngngam
lyn	I	Luyana
lzh	I	Literary Chinese
lzl	I	Litzlitz
lzn	I	Leinong Naga
lzz	I	Laz
maa	I	San Jerónimo Tecóatl Mazatec
mab	I	Yutanduchi Mixtec
mad	I	Madurese
mae	I	Bo-Rukul
maf	I	Mafa
mag	I	Magahi
mah	I	Marshallese
mai	I	Maithili
maj	I	Jalapa De Díaz Mazatec
mak	I	Makasar
mal	I	Malayalam
mam	I	Mam
man	M	Mandingo
maq	I	Chiquihuitlán Mazatec
mar	I	Marathi
mas	I	Masai
mat	I	San Francisco Matlatzinca
mau	I	Huautla Mazatec
mav	I	Sateré-Mawé
maw	I	Mampruli
max	I	North Moluccan Malay
maz	I	Central Mazahua
mba	I	Higaonon
mbb	I	Western Bukidnon Manobo
mbc	I	Macushi
mbd	I	Dibabawon Manobo
mbe	I	Molale
mbf	I	Baba Malay
mbh	I	Mangseng
mbi	I	Ilianen Manobo
mbj	I	Nadëb
mbk	I	Malol
mbl	I	Maxakalí
mbm	I	Ombamba
mbn	I	Macaguán
mbo	I	Mbo (Cameroon)
mbp	I	Malayo
mbq	I	Maisin
mbr	I	Nukak Makú
mbs	I	Sarangani Manobo
mbt	I	Matigsalug Manobo
mbu	I	Mbula-Bwazza
mbv	I	Mbulungish
mbw	I	Maring
mbx	I	Mari (East Sepik Province)
mby	I	Memoni
mbz	I	Amoltepec Mixtec
mca	I	Maca
mcb	I	Machiguenga
mcc	I	Bitur
mcd	I	Sharanahua
mce	I	Itundujia Mixtec
mcf	I	Matsés
mcg	I	Mapoyo
mch	I	Maquiritari
mci	I	Mese
mcj	I	Mvanip
mck	I	Mbunda
mcl	I	Macaguaje
mcm	I	Malaccan Creole Portuguese
mcn	I	Masana
mco	I	Coatlán Mixe
mcp	I	Makaa
mcq	I	Ese
mcr	I	Menya
mcs	I	Mambai
mct	I	Mengisa
mcu	I	Cameroon Mambila
mcv	I	Minanibai
mcw	I	Mawa (Chad)
mcx	I	Mpiemo
mcy	I	South Watut
mcz	I	Mawan
mda	I	Mada (Nigeria)
mdb	I	Morigi
mdc	I	Male (Papua New Guinea)
mdd	I	Mbum
mde	I	Maba (Chad)
mdf	I	Moksha
mdg	I	Massalat
mdh	I	Maguindanaon
mdi	I	Mamvu
mdj	I	Mangbetu
mdk	I	Mangbutu
mdl	I	Maltese Sign Language
mdm	I	Mayogo
mdn	I	Mbati
mdp	I	Mbala
mdq	I	Mbole
mdr	I	Mandar
mds	I	Maria (Papua New Guinea)
mdt	I	Mbere
mdu	I	Mboko
mdv	I	Santa Lucía Monteverde Mixtec
mdw	I	Mbosi
mdx	I	Dizin
mdy	I	Male (Ethiopia)
mdz	I	Suruí Do Pará
mea	I	Menka
meb	I	Ikobi
mec	I	Marra
med	I	Melpa
mee	I	Mengen
mef	I	Megam
meh	I	Southwestern Tlaxiaco Mixtec
mei	I	Midob
mej	I	Meyah
mek	I	Mekeo
mel	I	Central Melanau
mem	I	Mangala
men	I	Mende (Sierra Leone)
meo	I	Kedah Malay
mep	I	Miriwoong
meq	I	Merey
mer	I	Meru
mes	I	Masmaje
met	I	Mato
meu	I	Motu
mev	I	Mano
mew	I	Maaka
mey	I	Hassaniyya
mez	I	Menominee
mfa	I	Pattani Malay
mfb	I	Bangka
mfc	I	Mba
mfd	I	Mendankwe-Nkwen
mfe	I	Morisyen
mff	I	Naki
mfg	I	Mogofin
mfh	I	Matal
mfi	I	Wandala
mfj	I	Mefele
mfk	I	North Mofu
mfl	I	Putai
mfm	I	Marghi South
mfn	I	Cross River Mbembe
mfo	I	Mbe
mfp	I	Makassar Malay
mfq	I	Moba
mfr	I	Marrithiyel
mfs	I	Mexican Sign Language
mft	I	Mokerang
mfu	I	Mbwela
mfv	I	Mandjak
mfw	I	Mulaha
mfx	I	Melo
mfy	I	Mayo
mfz	I	Mabaan
mga	I	Middle Irish (900-1200)
mgb	I	Mararit
mgc	I	Morokodo
mgd	I	Moru
mge	I	Mango
mgf	I	Maklew
mgg	I	Mpumpong
mgh	I	Makhuwa-Meetto
mgi	I	Lijili
mgj	I	Abureni
mgk	I	Mawes
mgl	I	Maleu-Kilenge
mgm	I	Mambae
mgn	I	Mbangi
mgo	I	Meta'
mgp	I	Eastern Magar
mgq	I	Malila
mgr	I	Mambwe-Lungu
mgs	I	Manda (Tanzania)
mgt	I	Mongol
mgu	I	Mailu
mgv	I	Matengo
mgw	I	Matumbi
mgy	I	Mbunga
mgz	I	Mbugwe
mha	I	Manda (India)
mhb	I	Mahongwe
mhc	I	Mocho
mhd	I	Mbugu
mhe	I	Besisi
mhf	I	Mamaa
mhg	I	Margu
mhi	I	Ma'di
mhj	I	Mogholi
mhk	I	Mungaka
mhl	I	Mauwake
mhm	I	Makhuwa-Moniga
mhn	I	Mòcheno
mho	I	Mashi (Zambia)
mhp	I	Balinese Malay
mhq	I	Mandan
mhr	I	Eastern Mari
mhs	I	Buru (Indonesia)
mht	I	Mandahuaca
mhu	I	Digaro-Mishmi
mhw	I	Mbukushu
mhx	I	Maru
mhy	I	Ma'anyan
mhz	I	Mor (Mor Islands)
mia	I	Miami
mib	I	Atatláhuca Mixtec
mic	I	Mi'kmaq
mid	I	Mandaic
mie	I	Ocotepec Mixtec
mif	I	Mofu-Gudur
mig	I	San Miguel El Grande Mixtec
mih	I	Chayuco Mixtec
mii	I	Chigmecatitlán Mixtec
mij	I	Abar
mik	I	Mikasuki
mil	I	Peñoles Mixtec
mim	I	Alacatlatzala Mixtec
min	I	Minangkabau
mio	I	Pinotepa Nacional Mixtec
mip	I	Apasco-Apoala Mixtec
miq	I	Mískito
mir	I	Isthmus Mixe
mis	S	Uncoded languages
mit	I	Southern Puebla Mixtec
miu	I	Cacaloxtepec Mixtec
miw	I	Akoye
mix	I	Mixtepec Mixtec
miy	I	Ayutla Mixtec
miz	I	Coatzospan Mixtec
mjb	I	Makalero
mjc	I	San Juan Colorado Mixtec
mjd	I	Northwest Maidu
mje	I	Muskum
mjg	I	Tu
mjh	I	Mwera (Nyasa)
mji	I	Kim Mun
mjj	I	Mawak
mjk	I	Matukar
mjl	I	Mandeali
mjm	I	Medebur
mjn	I	Ma (Papua New Guinea)
mjo	I	Malankuravan
mjp	I	Malapandaram
mjq	I	Malaryan
mjr	I	Malavedan
mjs	I	Miship
mjt	I	Sauria Paharia
mju	I	Manna-Dora
mjv	I	Mannan
mjw	I	Karbi
mjx	I	Mahali
mjy	I	Mahican
mjz	I	Majhi
mka	I	Mbre
mkb	I	Mal Paharia
mkc	I	Siliput
mkd	I	Macedonian
mke	I	Mawchi
mkf	I	Miya
mkg	I	Mak (China)
mki	I	Dhatki
mkj	I	Mokilese
mkk	I	Byep
mkl	I	Mokole
mkm	I	Moklen
mkn	I	Kupang Malay
mko	I	Mingang Doso
mkp	I	Moikodi
mkq	I	Bay Miwok
mkr	I	Malas
mks	I	Silacayoapan Mixtec
mkt	I	Vamale
mku	I	Konyanka Maninka
mkv	I	Mafea
mkw	I	Kituba (Congo)
mkx	I	Kinamiging Manobo
mky	I	East Makian
mkz	I	Makasae
mla	I	Malo
mlb	I	Mbule
mlc	I	Cao Lan
mle	I	Manambu
mlf	I	Mal
mlg	M	Malagasy
mlh	I	Mape
mli	I	Malimpung
mlj	I	Miltu
mlk	I	Ilwana
mll	I	Malua Bay
mlm	I	Mulam
mln	I	Malango
mlo	I	Mlomp
mlp	I	Bargam
mlq	I	Western Maninkakan
mlr	I	Vame
mls	I	Masalit
mlt	I	Maltese
mlu	I	To'abaita
mlv	I	Motlav
mlw	I	Moloko
mlx	I	Malfaxal
mlz	I	Malaynon
mma	I	Mama
mmb	I	Momina
mmc	I	Michoacán Mazahua
mmd	I	Maonan
mme	I	Mae
mmf	I	Mundat
mmg	I	North Ambrym
mmh	I	Mehináku
mmi	I	Hember Avu
mmj	I	Majhwar
mmk	I	Mukha-Dora
mml	I	Man Met
mmm	I	Maii
mmn	I	Mamanwa
mmo	I	Mangga Buang
mmp	I	Siawi
mmq	I	Musak
mmr	I	Western Xiangxi Miao
mmt	I	Malalamai
mmu	I	Mmaala
mmv	I	Miriti
mmw	I	Emae
mmx	I	Madak
mmy	I	Migaama
mmz	I	Mabaale
mna	I	Mbula
mnb	I	Muna
mnc	I	Manchu
mnd	I	Mondé
mne	I	Naba
mnf	I	Mundani
mng	I	Eastern Mnong
mnh	I	Mono (Democratic Republic of Congo)
mni	I	Manipuri
mnj	I	Munji
mnk	I	Mandinka
mnl	I	Tiale
mnm	I	Mapena
mnn	I	Southern Mnong
mnp	I	Min Bei Chinese
mnq	I	Minriq
mnr	I	Mono (USA)
mns	I	Mansi
mnu	I	Mer
mnv	I	Rennell-Bellona
mnw	I	Mon
mnx	I	Manikion
mny	I	Manyawa
mnz	I	Moni
moa	I	Mwan
moc	I	Mocoví
mod	I	Mobilian
moe	I	Innu
mog	I	Mongondow
moh	I	Mohawk
moi	I	Mboi
moj	I	Monzombo
mok	I	Morori
mom	I	Mangue
mon	M	Mongolian
moo	I	Monom
mop	I	Mopán Maya
moq	I	Mor (Bomberai Peninsula)
mor	I	Moro
mos	I	Mossi
mot	I	Barí
mou	I	Mogum
mov	I	Mohave
mow	I	Moi (Congo)
mox	I	Molima
moy	I	Shekkacho
moz	I	Mukulu
mpa	I	Mpoto
mpb	I	Malak Malak
mpc	I	Mangarrayi
mpd	I	Machinere
mpe	I	Majang
mpg	I	Marba
mph	I	Maung
mpi	I	Mpade
mpj	I	Martu Wangka
mpk	I	Mbara (Chad)
mpl	I	Middle Watut
mpm	I	Yosondúa Mixtec
mpn	I	Mindiri
mpo	I	Miu
mpp	I	Migabac
mpq	I	Matís
mpr	I	Vangunu
mps	I	Dadibi
mpt	I	Mian
mpu	I	Makuráp
mpv	I	Mungkip
mpw	I	Mapidian
mpx	I	Misima-Panaeati
mpy	I	Mapia
mpz	I	Mpi
mqa	I	Maba (Indonesia)
mqb	I	Mbuko
mqc	I	Mangole
mqe	I	Matepi
mqf	I	Momuna
mqg	I	Kota Bangun Kutai Malay
mqh	I	Tlazoyaltepec Mixtec
mqi	I	Mariri
mqj	I	Mamasa
mqk	I	Rajah Kabunsuwan Manobo
mql	I	Mbelime
mqm	I	South Marquesan
mqn	I	Moronene
mqo	I	Modole
mqp	I	Manipa
mqq	I	Minokok
mqr	I	Mander
mqs	I	West Makian
mqt	I	Mok
mqu	I	Mandari
mqv	I	Mosimo
mqw	I	Murupi
mqx	I	Mamuju
mqy	I	Manggarai
mqz	I	Pano
mra	I	Mlabri
mrb	I	Marino
mrc	I	Maricopa
mrd	I	Western Magar
mre	I	Martha's Vineyard Sign Language
mrf	I	Elseng
mrg	I	Mising
mrh	I	Mara Chin
mri	I	Maori
mrj	I	Western Mari
mrk	I	Hmwaveke
mrl	I	Mortlockese
mrm	I	Merlav
mrn	I	Cheke Holo
mro	I	Mru
mrp	I	Morouas
mrq	I	North Marquesan
mrr	I	Maria (India)
mrs	I	Maragus
mrt	I	Marghi Central
mru	I	Mono (Cameroon)
mrv	I	Mangareva
mrw	I	Maranao
mrx	I	Maremgi
mry	I	Mandaya
mrz	I	Marind
msa	M	Malay (macrolanguage)
msb	I	Masbatenyo
msc	I	Sankaran Maninka
msd	I	Yucatec Maya Sign Language
mse	I	Musey
msf	I	Mekwei
msg	I	Moraid
msh	I	Masikoro Malagasy
msi	I	Sabah Malay
msj	I	Ma (Democratic Republic of Congo)
msk	I	Mansaka
msl	I	Molof
msm	I	Agusan Manobo
msn	I	Vurës
mso	I	Mombum
msp	I	Maritsauá
msq	I	Caac
msr	I	Mongolian Sign Language
mss	I	West Masela
msu	I	Musom
msv	I	Maslam
msw	I	Mansoanka
msx	I	Moresada
msy	I	Aruamu
msz	I	Momare
mta	I	Cotabato Manobo
mtb	I	Anyin Morofo
mtc	I	Munit
mtd	I	Mualang
mte	I	Mono (Solomon Islands)
mtf	I	Murik (Papua New Guinea)
mtg	I	Una
mth	I	Munggui
mti	I	Maiwa (Papua New Guinea)
mtj	I	Moskona
mtk	I	Mbe'
mtl	I	Montol
mtm	I	Mator
mtn	I	Matagalpa
mto	I	Totontepec Mixe
mtp	I	Wichí Lhamtés Nocten
mtq	I	Muong
mtr	I	Mewari
mts	I	Yora
mtt	I	Mota
mtu	I	Tututepec Mixtec
mtv	I	Asaro'o
mtw	I	Southern Binukidnon
mtx	I	Tidaá Mixtec
mty	I	Nabi
mua	I	Mundang
mub	I	Mubi
muc	I	Ajumbu
mud	I	Mednyj Aleut
mue	I	Media Lengua
mug	I	Musgu
muh	I	Mündü
mui	I	Musi
muj	I	Mabire
muk	I	Mugom
mul	S	Multiple languages
mum	I	Maiwala
muo	I	Nyong
mup	I	Malvi
muq	I	Eastern Xiangxi Miao
mur	I	Murle
mus	I	Creek
mut	I	Western Muria
muu	I	Yaaku
muv	I	Muthuvan
mux	I	Bo-Ung
muy	I	Muyang
muz	I	Mursi
mva	I	Manam
mvb	I	Mattole
mvd	I	Mamboru
mve	I	Marwari (Pakistan)
mvf	I	Peripheral Mongolian
mvg	I	Yucuañe Mixtec
mvh	I	Mulgi
mvi	I	Miyako
mvk	I	Mekmek
mvl	I	Mbara (Australia)
mvn	I	Minaveha
mvo	I	Marovo
mvp	I	Duri
mvq	I	Moere
mvr	I	Marau
mvs	I	Massep
mvt	I	Mpotovoro
mvu	I	Marfa
mvv	I	Tagal Murut
mvw	I	Machinga
mvx	I	Meoswar
mvy	I	Indus Kohistani
mvz	I	Mesqan
mwa	I	Mwatebu
mwb	I	Juwal
mwc	I	Are
mwe	I	Mwera (Chimwera)
mwf	I	Murrinh-Patha
mwg	I	Aiklep
mwh	I	Mouk-Aria
mwi	I	Labo
mwk	I	Kita Maninkakan
mwl	I	Mirandese
mwm	I	Sar
mwn	I	Nyamwanga
mwo	I	Central Maewo
mwp	I	Kala Lagaw Ya
mwq	I	Mün Chin
mwr	M	Marwari
mws	I	Mwimbi-Muthambi
mwt	I	Moken
mwu	I	Mittu
mwv	I	Mentawai
mww	I	Hmong Daw
mwz	I	Moingi
mxa	I	Northwest Oaxaca Mixtec
mxb	I	Tezoatlán Mixtec
mxc	I	Manyika
mxd	I	Modang
mxe	I	Mele-Fila
mxf	I	Malgbe
mxg	I	Mbangala
mxh	I	Mvuba
mxi	I	Mozarabic
mxj	I	Miju-Mishmi
mxk	I	Monumbo
mxl	I	Maxi Gbe
mxm	I	Meramera
mxn	I	Moi (Indonesia)
mxo	I	Mbowe
mxp	I	Tlahuitoltepec Mixe
mxq	I	Juquila Mixe
mxr	I	Murik (Malaysia)
mxs	I	Huitepec Mixtec
mxt	I	Jamiltepec Mixtec
mxu	I	Mada (Cameroon)
mxv	I	Metlatónoc Mixtec
mxw	I	Namo
mxx	I	Mahou
mxy	I	Southeastern Nochixtlán Mixtec
mxz	I	Central Masela
mya	I	Burmese
myb	I	Mbay
myc	I	Mayeka
mye	I	Myene
myf	I	Bambassi
myg	I	Manta
myh	I	Makah
myj	I	Mangayat
myk	I	Mamara Senoufo
myl	I	Moma
mym	I	Me'en
myo	I	Anfillo
myp	I	Pirahã
myr	I	Muniche
mys	I	Mesmes
myu	I	Mundurukú
myv	I	Erzya
myw	I	Muyuw
myx	I	Masaaba
myy	I	Macuna
myz	I	Classical Mandaic
mza	I	Santa María Zacatepec Mixtec
mzb	I	Tumzabt
mzc	I	Madagascar Sign Language
mzd	I	Malimba
mze	I	Morawa
mzg	I	Monastic Sign Language
mzh	I	Wichí Lhamtés Güisnay
mzi	I	Ixcatlán Mazatec
mzj	I	Manya
mzk	I	Nigeria Mambila
mzl	I	Mazatlán Mixe
mzm	I	Mumuye
mzn	I	Mazanderani
mzo	I	Matipuhy
mzp	I	Movima
mzq	I	Mori Atas
mzr	I	Marúbo
mzs	I	Macanese
mzt	I	Mintil
mzu	I	Inapang
mzv	I	Manza
mzw	I	Deg
mzx	I	Mawayana
mzy	I	Mozambican Sign Language
mzz	I	Maiadomu
naa	I	Namla
nab	I	Southern Nambikuára
nac	I	Narak
nae	I	Naka'ela
naf	I	Nabak
nag	I	Naga Pidgin
naj	I	Nalu
nak	I	Nakanai
nal	I	Nalik
nam	I	Ngan'gityemerri
nan	I	Min Nan Chinese
nao	I	Naaba
nap	I	Neapolitan
naq	I	Khoekhoe
nar	I	Iguta
nas	I	Naasioi
nat	I	Ca̱hungwa̱rya̱
nau	I	Nauru
nav	I	Navajo
naw	I	Nawuri
nax	I	Nakwi
nay	I	Ngarrindjeri
naz	I	Coatepec Nahuatl
nba	I	Nyemba
nbb	I	Ndoe
nbc	I	Chang Naga
nbd	I	Ngbinda
nbe	I	Konyak Naga
nbg	I	Nagarchal
nbh	I	Ngamo
nbi	I	Mao Naga
nbj	I	Ngarinyman
nbk	I	Nake
nbl	I	South Ndebele
nbm	I	Ngbaka Ma'bo
nbn	I	Kuri
nbo	I	Nkukoli
nbp	I	Nnam
nbq	I	Nggem
nbr	I	Numana
nbs	I	Namibian Sign Language
nbt	I	Na
nbu	I	Rongmei Naga
nbv	I	Ngamambo
nbw	I	Southern Ngbandi
nby	I	Ningera
nca	I	Iyo
ncb	I	Central Nicobarese
ncc	I	Ponam
ncd	I	Nachering
nce	I	Yale
ncf	I	Notsi
ncg	I	Nisga'a
nch	I	Central Huasteca Nahuatl
nci	I	Classical Nahuatl
ncj	I	Northern Puebla Nahuatl
nck	I	Na-kara
ncl	I	Michoacán Nahuatl
ncm	I	Nambo
ncn	I	Nauna
nco	I	Sibe
ncq	I	Northern Katang
ncr	I	Ncane
ncs	I	Nicaraguan Sign Language
nct	I	Chothe Naga
ncu	I	Chumburung
ncx	I	Central Puebla Nahuatl
ncz	I	Natchez
nda	I	Ndasa
ndb	I	Kenswei Nsei
ndc	I	Ndau
ndd	I	Nde-Nsele-Nta
nde	I	North Ndebele
ndf	I	Nadruvian
ndg	I	Ndengereko
ndh	I	Ndali
ndi	I	Samba Leko
ndj	I	Ndamba
ndk	I	Ndaka
ndl	I	Ndolo
ndm	I	Ndam
ndn	I	Ngundi
ndo	I	Ndonga
ndp	I	Ndo
ndq	I	Ndombe
ndr	I	Ndoola
nds	I	Low German
ndt	I	Ndunga
ndu	I	Dugun
ndv	I	Ndut
ndw	I	Ndobo
ndx	I	Nduga
ndy	I	Lutos
ndz	I	Ndogo
nea	I	Eastern Ngad'a
neb	I	Toura (Côte d'Ivoire)
nec	I	Nedebang
ned	I	Nde-Gbite
nee	I	Nêlêmwa-Nixumwak
nef	I	Nefamese
neg	I	Negidal
neh	I	Nyenkha
nei	I	Neo-Hittite
nej	I	Neko
nek	I	Neku
nem	I	Nemi
